student_id,student_age,student_level,student_suburb,signup_date,tutor_id,tutor_experience_years,tutor_rating,tutor_suburb,tutor_subject_specialty,tutor_hourly_rate,session_id,subject,session_date,session_duration_hours,session_mode,session_price,booking_lead_time_days,session_status,student_rating_given,repeat_student,discount_applied
S1363,43,Adult Learner,Burwood,2022-08-30,T511,1,4.0,Bondi,Coding,65.79,SESS2580,Coding,2023-07-30,0.5,Online,34.03,4,Completed,4.0,No,0
S1594,24,University,Parramatta,2024-01-21,T312,7,3.2,Bondi,English,49.52,SESS2581,English,2025-01-11,2.5,In-person,129.13,11,Completed,3.0,No,0
S2750,32,Adult Learner,Hurstville,2023-01-07,T372,2,3.4,Parramatta,Business,66.95,SESS2582,Business,2023-03-04,1.0,In-person,64.54,7,Completed,,No,20
S2437,33,Adult Learner,Leichhardt,2024-08-16,T514,5,4.6,Castle Hill,Chemistry,67.56,SESS2583,Chemistry,2025-03-11,2.5,Online,167.6,5,Completed,3.0,No,5
S1506,35,Adult Learner,Darlinghurst,2024-11-23,T594,5,4.9,Kogarah,Business,64.15,SESS2584,Business,2025-05-02,0.5,Online,30.54,4,Completed,2.0,No,0
S2629,52,Adult Learner,Sydney CBD,2023-04-14,T353,1,4.7,Maroubra,Math,40.4,SESS2585,Math,2023-07-21,0.5,Online,19.59,0,Completed,3.0,Yes,0
S2817,24,University,Burwood,2023-06-30,T441,5,4.2,Surry Hills,Business,63.63,SESS2586,Business,2023-09-14,0.5,In-person,33.96,14,Completed,5.0,Yes,15
S2707,46,Adult Learner,Liverpool,2024-05-29,T283,0,4.5,Epping,Math,36.12,SESS2587,Math,2024-10-03,1.0,In-person,35.67,14,Cancelled,4.0,Yes,15
S2638,58,Adult Learner,Newtown,2023-03-13,T240,4,4.4,Dee Why,Math,51.36,SESS2588,Math,2024-02-10,1.0,In-person,52.12,10,Cancelled,3.0,No,0
S2450,36,Adult Learner,Epping,2025-07-16,T604,3,3.6,Hornsby,Coding,61.73,SESS2589,Coding,2025-09-23,2.0,Online,135.57,1,Completed,3.0,No,10
S1041,59,Adult Learner,Randwick,2023-05-20,T446,1,4.5,Sydney CBD,Business,56.45,SESS2590,Business,2023-05-30,1.5,Online,83.85,11,Completed,5.0,Yes,0
S1580,57,Adult Learner,Double Bay,2024-07-14,T673,6,4.0,North Sydney,English,44.88,SESS2591,English,2024-12-10,2.0,Online,87.5,14,Completed,5.0,No,0
S2215,37,Adult Learner,Mosman,2023-07-01,T382,4,3.4,Marrickville,Coding,67.76,SESS2592,Coding,2024-04-24,3.0,Online,187.66,8,Completed,,No,0
S2648,16,High School,Hornsby,2023-02-18,T764,11,3.8,Castle Hill,Physics,71.19,SESS2593,Physics,2024-01-28,2.0,In-person,144.22,10,Completed,4.0,No,0
S2056,36,Adult Learner,Darlinghurst,2023-10-22,T221,4,4.5,Sydney CBD,English,50.63,SESS2594,English,2024-04-20,3.0,In-person,157.72,14,Cancelled,5.0,Yes,0
S2185,10,Primary,Paddington,2023-02-07,T440,1,4.5,Marrickville,Chemistry,52.78,SESS2595,Chemistry,2024-01-19,2.5,Online,134.27,1,Completed,5.0,Yes,0
S1708,58,Adult Learner,Manly,2025-02-02,T207,4,4.1,Maroubra,Math,50.67,SESS2596,Math,2025-02-06,2.0,In-person,92.33,11,Completed,4.0,No,0
S1405,35,Adult Learner,Auburn,2023-08-08,T554,4,3.8,Leichhardt,Coding,73.29,SESS2597,Coding,2023-09-14,2.0,In-person,138.79,3,Completed,,No,0
S1149,41,Adult Learner,Ryde,2023-05-24,T463,4,4.4,North Sydney,English,49.77,SESS2598,English,2023-11-30,1.0,Online,49.74,9,Completed,,No,0
S2520,45,Adult Learner,Blacktown,2023-03-30,T535,7,4.7,Manly,Math,54.62,SESS2599,Math,2024-03-02,2.0,Online,103.29,11,Completed,3.0,No,0
S2221,37,Adult Learner,Epping,2023-09-21,T620,5,4.0,Randwick,Coding,74.6,SESS2600,Coding,2024-04-14,2.0,In-person,154.76,12,Completed,4.0,No,0
S2503,22,University,Blacktown,2023-06-16,T231,1,4.6,Mascot,Chemistry,46.91,SESS2601,Chemistry,2023-10-16,1.0,In-person,45.13,4,Completed,3.0,Yes,0
S2778,51,Adult Learner,Bondi,2023-06-07,T240,4,4.9,Double Bay,English,42.97,SESS2602,English,2023-08-18,3.0,Online,126.05,8,Completed,,No,0
S1723,49,Adult Learner,Newtown,2023-08-11,T514,0,4.6,Double Bay,Business,51.1,SESS2603,Business,2023-10-12,1.5,Online,77.1,1,Cancelled,4.0,Yes,0
S2551,58,Adult Learner,Randwick,2024-03-10,T709,7,4.2,Bondi,English,48.71,SESS2604,English,2024-05-03,1.0,Online,49.89,14,Completed,5.0,Yes,0
S2672,52,Adult Learner,Baulkham Hills,2023-02-09,T642,7,4.3,Redfern,Business,69.02,SESS2605,Business,2023-02-23,3.0,In-person,201.63,3,Cancelled,3.0,Yes,25
S1609,29,Adult Learner,Fairfield,2023-08-18,T760,3,3.9,Double Bay,Math,49.27,SESS2606,Math,2023-09-22,0.5,Online,23.32,8,Completed,,No,20
S1916,14,High School,Campbelltown,2024-11-21,T246,8,4.7,Marrickville,Math,56.1,SESS2607,Math,2025-08-21,3.0,In-person,168.3,7,Completed,3.0,Yes,20
S2765,19,University,Wollstonecraft,2023-10-24,T211,5,4.8,Blacktown,English,41.48,SESS2608,English,2024-09-29,3.0,In-person,114.9,7,Completed,5.0,Yes,0
S1739,8,Primary,St Leonards,2023-05-08,T267,5,3.7,Manly,Coding,66.33,SESS2609,Coding,2023-05-15,0.5,In-person,31.74,10,Completed,,No,10
S2966,42,Adult Learner,Epping,2022-10-06,T666,2,4.1,Chatswood,Coding,62.67,SESS2610,Coding,2023-09-19,1.0,In-person,60.63,3,Completed,3.0,No,0
S1267,37,Adult Learner,Auburn,2025-01-03,T287,4,4.4,Burwood,Coding,66.42,SESS2611,Coding,2025-10-14,2.5,In-person,175.67,14,Cancelled,5.0,Yes,0
S2771,19,University,Kogarah,2023-05-06,T265,0,4.6,Bondi Junction,Coding,63.03,SESS2612,Coding,2024-03-12,1.0,Online,61.66,8,Completed,3.0,Yes,0
S1085,38,Adult Learner,Cronulla,2023-12-20,T484,5,4.3,Sydney CBD,English,39.39,SESS2613,English,2024-06-01,0.5,In-person,18.27,5,Completed,4.0,Yes,0
S2696,23,University,Sydney CBD,2024-12-25,T428,4,4.1,St Leonards,Business,62.58,SESS2614,Business,2025-10-18,0.5,Online,29.56,10,Completed,4.0,No,25
S1712,57,Adult Learner,Hurstville,2022-11-02,T696,6,4.1,Campbelltown,Chemistry,53.64,SESS2615,Chemistry,2023-08-06,2.5,In-person,130.93,10,Completed,3.0,No,10
S2230,55,Adult Learner,Liverpool,2024-06-02,T395,5,4.5,Hurstville,Physics,51.71,SESS2616,Physics,2024-10-09,3.0,In-person,161.02,0,Cancelled,3.0,Yes,0
S1017,9,Primary,Castle Hill,2023-06-18,T343,9,4.3,Kingsford,Math,51.77,SESS2617,Math,2024-02-08,1.5,In-person,73.22,8,Completed,,No,0
S2472,54,Adult Learner,Randwick,2024-10-18,T544,6,4.1,Kogarah,English,46.52,SESS2618,English,2025-07-10,0.5,Online,25.14,11,Completed,3.0,Yes,0
S2319,57,Adult Learner,Sydney CBD,2022-10-31,T338,5,5.0,Sydney CBD,Coding,71.35,SESS2619,Coding,2023-10-14,2.0,In-person,131.24,10,Completed,5.0,No,0
S2556,13,High School,Hornsby,2024-12-21,T269,1,5.0,Manly,English,32.89,SESS2620,English,2025-06-27,3.0,In-person,113.32,10,Completed,5.0,No,0
S2130,32,Adult Learner,Cronulla,2023-03-25,T637,2,4.3,Baulkham Hills,Physics,57.77,SESS2621,Physics,2023-11-02,1.5,In-person,90.05,2,Completed,4.0,No,0
S2152,32,Adult Learner,Manly,2025-03-01,T761,8,4.2,Liverpool,Coding,74.17,SESS2622,Coding,2025-10-25,0.5,Online,36.44,7,Completed,5.0,Yes,0
S2419,48,Adult Learner,Epping,2024-03-13,T492,6,4.4,Blacktown,Physics,65.98,SESS2623,Physics,2024-09-22,1.0,In-person,59.21,10,Completed,4.0,No,0
S2230,54,Adult Learner,Randwick,2025-09-26,T261,5,5.0,Chatswood,English,37.36,SESS2624,English,2025-11-17,1.0,Online,40.27,12,Completed,4.0,No,0
S1534,59,Adult Learner,Lane Cove,2025-10-14,T613,6,5.0,Manly,Physics,64.8,SESS2625,Physics,2025-12-16,1.5,In-person,99.15,1,Cancelled,4.0,Yes,0
S1501,21,University,Blacktown,2024-08-08,T339,3,4.3,Surry Hills,Business,57.42,SESS2626,Business,2025-02-15,3.0,In-person,171.88,1,Completed,,Yes,0
S1116,21,University,Penrith,2023-05-15,T222,0,4.5,Bondi Junction,English,34.39,SESS2627,English,2023-11-13,3.0,In-person,101.44,14,Completed,4.0,Yes,0
S1430,14,High School,Hurstville,2023-08-03,T589,0,5.0,Maroubra,Chemistry,49.49,SESS2628,Chemistry,2023-09-10,1.0,Online,49.13,13,Completed,,Yes,0
S2310,7,Primary,Auburn,2024-05-05,T340,2,4.3,Granville,Math,50.93,SESS2629,Math,2025-04-03,3.0,In-person,160.7,9,Completed,5.0,Yes,0
S1542,47,Adult Learner,Ultimo,2024-10-07,T367,6,4.1,Wollstonecraft,Chemistry,54.75,SESS2630,Chemistry,2025-01-18,1.0,In-person,54.2,8,Completed,,No,30
S1222,48,Adult Learner,Baulkham Hills,2024-04-25,T520,4,4.8,Paddington,Coding,69.55,SESS2631,Coding,2024-07-07,1.5,In-person,112.74,6,Completed,,Yes,0
S1429,54,Adult Learner,Baulkham Hills,2024-07-04,T649,8,4.1,Kogarah,Chemistry,57.02,SESS2632,Chemistry,2025-04-02,1.0,In-person,60.97,2,Completed,5.0,Yes,30
S2981,17,High School,St Leonards,2024-03-30,T232,0,5.0,Penrith,Math,41.91,SESS2633,Math,2025-01-28,2.5,In-person,105.62,3,Cancelled,5.0,No,0
S2793,38,Adult Learner,Campbelltown,2024-09-15,T375,9,4.6,Campbelltown,Math,60.37,SESS2634,Math,2024-10-09,2.0,In-person,124.46,13,Completed,4.0,Yes,0
S2655,29,Adult Learner,Penrith,2023-08-15,T416,4,3.8,Manly,Business,61.33,SESS2635,Business,2024-01-06,1.5,In-person,90.31,11,Completed,3.0,No,0
S2594,42,Adult Learner,Auburn,2024-12-30,T480,5,4.1,Redfern,English,47.51,SESS2636,English,2025-05-24,1.5,Online,65.48,12,Completed,4.0,Yes,0
S1799,40,Adult Learner,Newtown,2023-06-20,T504,5,4.1,Rose Bay,Physics,59.14,SESS2637,Physics,2024-03-01,1.5,In-person,81.68,7,Completed,4.0,No,0
S2337,7,Primary,Dee Why,2022-06-24,T588,6,4.5,Penrith,Math,57.19,SESS2638,Math,2023-02-19,1.5,In-person,86.65,2,Cancelled,4.0,No,0
S1089,54,Adult Learner,Surry Hills,2024-01-18,T294,5,4.6,Paddington,Business,57.11,SESS2639,Business,2024-03-31,2.5,In-person,136.4,13,Completed,5.0,Yes,0
S2950,29,Adult Learner,Wollstonecraft,2023-12-15,T339,0,4.2,Randwick,Coding,65.86,SESS2640,Coding,2024-02-17,1.5,Online,98.33,10,Completed,,Yes,30
S2535,25,University,Liverpool,2024-01-28,T798,3,4.4,Kingsford,Coding,64.23,SESS2641,Coding,2024-06-13,2.5,In-person,160.82,2,Completed,3.0,Yes,0
S1185,43,Adult Learner,Kingsford,2024-06-15,T711,8,5.0,Paddington,Physics,65.33,SESS2642,Physics,2024-11-19,1.5,In-person,91.2,9,Completed,3.0,No,0
S2501,13,High School,Burwood,2023-08-29,T719,4,4.6,Strathfield,Chemistry,52.96,SESS2643,Chemistry,2024-08-12,2.0,Online,101.85,11,Cancelled,5.0,Yes,5
S2740,49,Adult Learner,Ryde,2023-08-14,T348,7,4.0,Blacktown,Math,47.33,SESS2644,Math,2024-03-03,2.5,In-person,137.75,13,Completed,,No,0
S1836,51,Adult Learner,Parramatta,2024-01-05,T477,7,4.2,Rose Bay,English,53.35,SESS2645,English,2024-07-23,0.5,Online,26.51,5,Completed,,Yes,0
S2959,7,Primary,Strathfield,2025-02-19,T325,7,4.4,Penrith,Chemistry,64.46,SESS2646,Chemistry,2025-12-25,1.0,In-person,64.09,2,Completed,3.0,Yes,0
S1347,51,Adult Learner,Rose Bay,2025-01-27,T738,10,3.8,Wollstonecraft,Coding,73.2,SESS2647,Coding,2025-10-01,2.0,In-person,144.84,12,Completed,3.0,No,25
S1444,58,Adult Learner,Marrickville,2024-09-27,T434,4,4.6,Bondi Junction,English,47.98,SESS2648,English,2025-06-21,1.0,Online,49.93,3,Completed,4.0,Yes,10
S1084,14,High School,Auburn,2023-01-07,T212,5,4.5,Granville,English,36.21,SESS2649,English,2023-05-19,1.0,In-person,37.24,3,Cancelled,3.0,No,0
S2958,48,Adult Learner,Hornsby,2022-11-16,T782,11,4.1,Campbelltown,English,56.08,SESS2650,English,2023-05-20,2.0,Online,107.84,14,Completed,3.0,No,0
S2147,41,Adult Learner,Bondi,2024-12-14,T781,11,4.8,St Leonards,Physics,64.25,SESS2651,Physics,2025-01-10,0.5,Online,34.54,7,Completed,5.0,Yes,0
S1215,45,Adult Learner,Cronulla,2023-01-16,T333,4,4.5,Strathfield,Business,62.93,SESS2652,Business,2023-06-25,1.5,In-person,103.71,8,Completed,3.0,No,0
S2371,44,Adult Learner,Marrickville,2024-07-18,T582,5,4.1,Mosman,Math,42.83,SESS2653,Math,2025-04-23,1.0,In-person,47.52,11,Completed,3.0,Yes,20
S1174,54,Adult Learner,Sydney CBD,2024-09-10,T360,5,3.4,Redfern,Business,63.0,SESS2654,Business,2024-12-12,1.5,In-person,96.49,3,Completed,3.0,No,0
S2581,14,High School,Liverpool,2025-03-29,T238,6,4.2,Burwood,Coding,77.8,SESS2655,Coding,2025-11-22,2.5,Online,207.74,5,Completed,3.0,No,5
S1028,39,Adult Learner,North Sydney,2024-06-28,T764,5,4.4,Marrickville,Business,68.1,SESS2656,Business,2024-08-02,2.5,Online,170.37,7,Completed,,No,5
S1096,38,Adult Learner,Leichhardt,2024-11-28,T654,5,4.2,Marrickville,Physics,60.58,SESS2657,Physics,2025-11-22,1.5,Online,96.77,12,Completed,5.0,Yes,0
S2203,42,Adult Learner,Castle Hill,2025-03-16,T546,7,4.7,Cronulla,Physics,63.23,SESS2658,Physics,2025-06-15,1.5,In-person,96.36,14,Completed,3.0,Yes,0
S1364,33,Adult Learner,Rose Bay,2023-08-24,T713,8,2.9,Randwick,Chemistry,65.56,SESS2659,Chemistry,2024-08-12,0.5,In-person,34.65,2,Completed,3.0,No,0
S2567,8,Primary,Bondi Junction,2023-09-02,T531,6,4.0,Mosman,Math,50.16,SESS2660,Math,2023-10-27,2.0,Online,105.06,7,Cancelled,4.0,No,10
S2757,24,University,Sydney CBD,2024-09-11,T787,0,3.8,Dee Why,Chemistry,54.88,SESS2661,Chemistry,2025-06-23,0.5,In-person,28.06,14,Completed,5.0,No,0
S2091,34,Adult Learner,Penrith,2022-10-01,T522,10,4.1,Burwood,Business,87.52,SESS2662,Business,2023-04-22,0.5,In-person,43.81,10,Cancelled,3.0,No,0
S2944,38,Adult Learner,Newtown,2024-06-22,T293,3,3.2,Mascot,Chemistry,64.04,SESS2663,Chemistry,2024-10-11,2.0,Online,138.29,7,Completed,,No,20
S2799,33,Adult Learner,Castle Hill,2025-09-19,T312,1,4.2,North Sydney,Coding,62.48,SESS2664,Coding,2025-12-04,2.5,Online,148.7,14,Cancelled,2.0,No,0
S1553,6,Primary,Ryde,2024-09-11,T650,4,4.1,Fairfield,Physics,56.06,SESS2665,Physics,2025-03-07,1.0,Online,56.68,1,Cancelled,5.0,Yes,0
S1884,54,Adult Learner,Parramatta,2023-03-26,T342,4,4.4,Auburn,Coding,71.63,SESS2666,Coding,2023-11-22,3.0,In-person,220.84,3,No-show,3.0,Yes,0
S1378,15,High School,Redfern,2024-08-22,T274,5,4.6,Parramatta,Math,44.36,SESS2667,Math,2025-07-26,1.5,Online,70.74,8,Cancelled,5.0,Yes,0
S2445,17,High School,Strathfield,2022-07-15,T512,2,4.4,Dee Why,English,42.21,SESS2668,English,2023-01-02,0.5,Online,20.53,14,Completed,4.0,Yes,0
S1063,23,University,Blacktown,2023-12-24,T407,5,3.6,Mascot,Business,67.3,SESS2669,Business,2024-11-23,2.0,In-person,127.2,3,Completed,5.0,No,0
S2262,52,Adult Learner,St Leonards,2025-04-29,T654,2,4.2,Blacktown,Coding,70.86,SESS2670,Coding,2025-05-22,0.5,Online,36.31,0,Completed,3.0,Yes,5
S2785,8,Primary,Mosman,2025-04-20,T655,1,4.0,Newtown,Chemistry,53.97,SESS2671,Chemistry,2025-09-26,0.5,Online,27.47,14,No-show,,No,0
S2352,21,University,Kogarah,2022-12-10,T590,2,3.7,Mosman,Chemistry,55.41,SESS2672,Chemistry,2023-06-12,1.0,Online,54.91,14,Completed,5.0,No,0
S2513,22,University,Double Bay,2025-09-22,T532,5,5.0,Castle Hill,Chemistry,54.15,SESS2673,Chemistry,2025-12-08,0.5,In-person,24.95,4,Completed,3.0,Yes,15
S2807,46,Adult Learner,Blacktown,2025-02-12,T439,8,5.0,Randwick,Coding,72.09,SESS2674,Coding,2025-10-27,2.5,Online,176.07,7,Completed,3.0,Yes,0
S2296,14,High School,Bondi,2025-09-18,T364,0,4.7,Auburn,Physics,51.12,SESS2675,Physics,2025-12-09,2.5,Online,127.87,1,Completed,3.0,Yes,0
S1433,48,Adult Learner,Bondi Junction,2023-12-16,T341,9,4.0,Manly,Coding,80.67,SESS2676,Coding,2024-06-13,2.5,In-person,187.01,6,Completed,4.0,No,30
S1226,47,Adult Learner,Bondi Junction,2024-07-28,T675,5,4.5,Dee Why,Math,50.77,SESS2677,Math,2025-05-05,1.5,In-person,78.04,9,Cancelled,3.0,No,0
S1758,47,Adult Learner,Mascot,2024-06-03,T650,5,4.4,Rose Bay,Business,66.16,SESS2678,Business,2025-02-01,2.0,Online,132.8,11,Completed,3.0,Yes,0
S2151,14,High School,Parramatta,2022-12-17,T561,1,3.2,Rose Bay,Chemistry,56.09,SESS2679,Chemistry,2023-10-14,1.5,Online,87.62,6,Completed,5.0,No,0
S2005,9,Primary,Ryde,2025-10-11,T572,5,3.2,Darlinghurst,English,39.87,SESS2680,English,2025-12-19,2.0,In-person,80.42,9,Completed,4.0,No,10
S2516,15,High School,Chatswood,2024-01-21,T482,4,4.5,Marrickville,Math,48.06,SESS2681,Math,2025-01-10,3.0,Online,145.05,0,Completed,3.0,Yes,0
S2321,33,Adult Learner,Hornsby,2025-06-27,T738,7,4.1,Newtown,Math,47.35,SESS2682,Math,2025-09-07,2.0,Online,91.05,4,Completed,4.0,Yes,5
S1526,9,Primary,Bondi,2024-01-01,T453,7,4.3,Hornsby,Chemistry,63.07,SESS2683,Chemistry,2024-05-04,2.5,In-person,147.83,13,Completed,,No,0
S2369,31,Adult Learner,Bankstown,2025-03-26,T221,7,4.0,Castle Hill,Chemistry,63.5,SESS2684,Chemistry,2025-12-07,1.5,In-person,102.3,5,Completed,5.0,No,0
S1213,10,Primary,Ryde,2024-04-21,T551,0,3.4,Leichhardt,Physics,49.68,SESS2685,Physics,2024-12-10,1.5,Online,70.0,11,No-show,5.0,No,15
S2331,35,Adult Learner,Fairfield,2024-05-25,T713,5,4.4,Bondi,Chemistry,56.47,SESS2686,Chemistry,2024-12-15,1.5,Online,92.08,6,Cancelled,5.0,No,0
S2654,51,Adult Learner,St Leonards,2024-07-08,T755,4,4.5,North Sydney,Coding,68.49,SESS2687,Coding,2025-06-14,3.0,In-person,202.8,4,Completed,3.0,No,0
S2851,50,Adult Learner,Sydney CBD,2025-03-29,T247,1,3.7,Darlinghurst,Coding,64.03,SESS2688,Coding,2025-06-04,0.5,In-person,31.18,4,Cancelled,1.0,No,0
S1862,43,Adult Learner,Bondi,2023-03-02,T372,6,4.3,Double Bay,Business,73.73,SESS2689,Business,2023-10-09,1.5,Online,112.66,8,Cancelled,3.0,Yes,0
S1889,42,Adult Learner,Granville,2023-07-02,T692,0,3.9,Ultimo,Business,51.87,SESS2690,Business,2023-07-05,0.5,Online,27.16,2,Completed,4.0,No,0
S2242,49,Adult Learner,Hornsby,2023-09-13,T259,8,3.6,Darlinghurst,English,55.83,SESS2691,English,2023-09-18,3.0,Online,173.53,3,Completed,2.0,No,5
S2588,46,Adult Learner,Blacktown,2024-11-26,T574,8,4.3,Sydney CBD,Chemistry,67.96,SESS2692,Chemistry,2025-02-22,1.5,Online,97.53,13,Completed,5.0,Yes,0
S1073,31,Adult Learner,Strathfield,2023-03-28,T296,1,4.7,Leichhardt,English,41.1,SESS2693,English,2024-03-10,1.0,In-person,39.1,5,Completed,,Yes,5
S1492,11,Primary,Rose Bay,2025-05-01,T751,10,4.4,Parramatta,Math,63.27,SESS2694,Math,2025-10-09,3.0,In-person,175.32,5,Cancelled,5.0,Yes,25
S2830,9,Primary,Sydney CBD,2024-11-14,T363,1,4.8,Manly,English,32.03,SESS2695,English,2024-12-10,1.0,Online,31.04,7,Completed,,No,0
S2928,38,Adult Learner,Blacktown,2025-07-29,T388,7,4.8,Redfern,Chemistry,57.64,SESS2696,Chemistry,2025-08-11,2.5,Online,151.96,2,Completed,,No,0
S1958,12,Primary,Wollstonecraft,2024-03-03,T695,8,3.8,Hurstville,Math,63.99,SESS2697,Math,2024-05-09,1.5,In-person,88.99,12,Cancelled,3.0,No,0
S1893,27,Adult Learner,Penrith,2024-12-26,T563,6,3.9,Ashfield,Math,53.32,SESS2698,Math,2025-06-27,1.0,Online,53.96,7,Cancelled,4.0,No,0
S1590,12,Primary,Burwood,2023-12-12,T679,7,4.2,Dee Why,English,50.16,SESS2699,English,2024-11-26,0.5,In-person,26.52,3,Completed,5.0,Yes,0
S1367,51,Adult Learner,Blacktown,2022-06-06,T673,7,3.7,Penrith,Business,71.62,SESS2700,Business,2023-05-01,1.5,Online,102.71,1,Completed,3.0,No,0
S2166,33,Adult Learner,Chatswood,2024-02-22,T251,4,3.8,Darlinghurst,Business,66.95,SESS2701,Business,2024-11-07,2.5,Online,174.19,2,Cancelled,2.0,No,0
S2443,10,Primary,Paddington,2023-08-10,T778,2,3.6,Ultimo,Coding,61.69,SESS2702,Coding,2024-03-28,0.5,In-person,31.55,14,Completed,4.0,No,15
S2227,42,Adult Learner,Bondi Junction,2023-02-01,T448,3,5.0,Lane Cove,English,29.48,SESS2703,English,2023-06-29,3.0,Online,93.91,12,Completed,3.0,Yes,0
S1363,59,Adult Learner,Maroubra,2023-12-26,T234,4,4.0,Ashfield,Business,70.71,SESS2704,Business,2024-10-28,3.0,Online,199.07,1,Completed,4.0,No,0
S1806,19,University,Auburn,2024-07-08,T457,6,3.5,Manly,English,42.4,SESS2705,English,2025-05-06,1.0,Online,42.09,1,Completed,,No,0
S2293,35,Adult Learner,Leichhardt,2024-07-12,T257,2,3.9,Epping,Business,57.25,SESS2706,Business,2025-03-26,2.0,In-person,118.22,3,Completed,4.0,No,25
S2887,26,Adult Learner,Wollstonecraft,2023-04-19,T758,8,3.8,Randwick,Math,49.74,SESS2707,Math,2024-01-21,1.0,Online,54.53,12,Completed,,No,0
S2363,19,University,Leichhardt,2024-06-21,T633,3,3.6,Penrith,Physics,47.29,SESS2708,Physics,2025-05-18,3.0,In-person,149.5,7,Cancelled,4.0,No,10
S1246,16,High School,North Sydney,2022-10-25,T690,4,4.2,Cronulla,Business,68.06,SESS2709,Business,2023-02-26,3.0,In-person,202.35,4,Completed,5.0,Yes,10
S1724,60,Adult Learner,Ultimo,2024-06-16,T623,5,4.8,Manly,Business,69.03,SESS2710,Business,2024-11-15,0.5,Online,34.45,11,Completed,3.0,Yes,0
S1642,58,Adult Learner,Mosman,2025-03-31,T269,5,4.6,Lane Cove,Math,47.14,SESS2711,Math,2025-10-20,3.0,In-person,142.6,9,Completed,5.0,No,0
S1670,6,Primary,Parramatta,2023-08-07,T621,11,4.7,Kingsford,Business,86.31,SESS2712,Business,2024-03-24,1.0,In-person,83.59,11,Completed,,No,0
S2305,11,Primary,Parramatta,2024-09-11,T343,7,5.0,Epping,Math,49.52,SESS2713,Math,2024-10-29,1.0,Online,48.32,11,Completed,5.0,No,0
S1928,20,University,Cronulla,2024-05-24,T333,2,3.6,Leichhardt,Math,51.64,SESS2714,Math,2024-08-06,0.5,In-person,27.37,14,Completed,4.0,No,30
S1094,10,Primary,Randwick,2023-08-18,T758,4,4.1,Granville,Math,49.41,SESS2715,Math,2023-10-20,2.5,Online,133.28,0,Completed,4.0,No,25
S2241,16,High School,Ashfield,2023-12-01,T356,11,3.9,Lane Cove,Math,61.9,SESS2716,Math,2024-09-17,3.0,In-person,182.24,6,Cancelled,3.0,No,30
S2386,18,High School,Ashfield,2023-12-13,T536,4,4.5,Hornsby,English,45.62,SESS2717,English,2024-08-25,1.0,Online,50.57,6,Completed,4.0,Yes,0
S1636,31,Adult Learner,Surry Hills,2023-08-22,T510,8,4.3,Ashfield,Physics,74.39,SESS2718,Physics,2024-03-30,1.5,Online,124.97,14,Completed,,No,0
S2060,38,Adult Learner,Chatswood,2022-05-07,T618,6,3.8,Double Bay,Coding,69.26,SESS2719,Coding,2023-02-03,3.0,In-person,210.71,5,Completed,,No,0
S1338,36,Adult Learner,Hornsby,2023-12-24,T784,6,4.6,Dee Why,Physics,64.3,SESS2720,Physics,2024-03-07,1.0,In-person,64.32,5,Completed,3.0,Yes,0
S2470,40,Adult Learner,Paddington,2022-05-08,T622,6,5.0,Ultimo,Coding,77.1,SESS2721,Coding,2023-04-23,2.0,In-person,158.32,4,Completed,,No,25
S2792,32,Adult Learner,Mascot,2025-01-16,T640,8,4.1,Sydney CBD,Physics,63.46,SESS2722,Physics,2025-03-02,1.5,In-person,91.63,8,Completed,4.0,Yes,30
S2551,50,Adult Learner,Campbelltown,2023-07-26,T732,3,4.9,Fairfield,Business,58.62,SESS2723,Business,2023-12-13,2.5,In-person,140.67,4,Completed,5.0,No,0
S1170,33,Adult Learner,Leichhardt,2023-05-09,T732,3,4.4,Kogarah,Physics,58.26,SESS2724,Physics,2024-04-15,0.5,Online,27.47,4,Completed,5.0,No,25
S2779,40,Adult Learner,Liverpool,2023-09-10,T303,6,5.0,Blacktown,Math,48.6,SESS2725,Math,2024-01-26,2.5,Online,122.1,7,Completed,,Yes,0
S2011,44,Adult Learner,Double Bay,2022-11-19,T705,5,4.4,Mascot,Chemistry,52.73,SESS2726,Chemistry,2023-01-05,2.5,Online,132.56,12,Completed,,No,15
S1196,54,Adult Learner,Bankstown,2023-07-15,T713,0,4.5,Blacktown,Math,29.36,SESS2727,Math,2024-05-07,1.0,In-person,26.64,1,Completed,5.0,No,30
S2304,49,Adult Learner,Blacktown,2023-03-18,T422,3,3.8,Parramatta,Chemistry,62.35,SESS2728,Chemistry,2023-06-12,1.0,In-person,63.37,7,Completed,5.0,No,0
S1991,8,Primary,Paddington,2022-10-04,T391,4,5.0,Hurstville,Physics,54.98,SESS2729,Physics,2023-02-07,2.5,Online,149.44,1,Completed,4.0,No,0
S1015,50,Adult Learner,Sydney CBD,2022-10-17,T205,0,4.5,Redfern,Chemistry,51.57,SESS2730,Chemistry,2023-06-12,3.0,Online,146.58,6,Cancelled,3.0,No,0
S2923,60,Adult Learner,Epping,2025-03-09,T501,4,4.5,Mascot,English,30.65,SESS2731,English,2025-11-11,1.0,In-person,32.26,1,Completed,,Yes,0
S2267,13,High School,Manly,2025-07-09,T318,3,3.6,Kingsford,Math,50.71,SESS2732,Math,2025-07-15,3.0,In-person,151.95,2,Completed,5.0,No,0
S1109,45,Adult Learner,Liverpool,2023-09-26,T247,6,4.3,Baulkham Hills,Math,51.24,SESS2733,Math,2024-02-18,2.5,In-person,131.19,10,Completed,4.0,Yes,0
